AR05,AR06,AR10,BR05,BR06,BR10,CR05,CR06,CR10
pQBR0182,414.346269895812,465.636766001059,431.640146830245,456.571173429475,505.509964665392,459.219713539935,442.95570417623,491.157200803214,376.172300845699
pQBR0183,531.333851084368,636.694771410629,540.294684086744,673.455737811189,623.136932982373,689.530134327507,655.046278881943,673.125461008392,537.673616369325
pQBR0184,226.592556566454,860.932163531525,263.009142202518,235.955294999541,1275.51039328606,635.465256830201,148.987168247893,2116.37776616888,611.895199736752
pQBR0185,488.70638530419,347.59813575551,391.959234455656,418.767022420776,400.60101126684,399.563503058989,574.773334888047,472.03060363147,393.335565343976
pQBR0186,170.448625806982,485.280391953632,202.879373555416,218.314561451589,664.340376177522,466.67939224398,146.283320667854,936.419391509816,444.288987710811
pQBR0187,171.430355727221,530.679085416312,197.564358067945,164.678987962887,559.069075580593,393.909302544004,118.353267293839,965.814496059449,316.338273071453
pQBR0188,127.149602077566,269.309461626419,111.616474870064,119.611872977471,335.909308341592,243.785643378569,97.2998533413254,426.366075621514,172.752930541255
pQBR0189,217.330304367148,666.066107591774,373.553741303307,239.450928999534,854.730605935715,602.61803256938,253.527170900604,842.414499106311,567.544372834287
pQBR0190,445.242729458198,1226.83874585491,644.989521927704,487.937742112258,1280.60266885127,946.232872507863,400.772968614059,1549.00230367404,742.657952909683
pQBR0191,2630.72457179839,2286.77014794199,1883.37956220119,2278.11645419002,2056.33419450923,1728.28086100617,2033.30182092074,2697.22458960857,2037.28176534822
pQBR0192,1348.86711723072,2062.74131408448,1577.39691915081,1539.09274714411,2406.680486632,1960.17883321348,1739.3875215092,2685.07947331557,1606.75313299176
pQBR0193,991.179147659203,1464.0362158516,1003.69561108823,1046.91755605194,1616.21787304208,1298.58138494172,1002.45900533624,1919.45187936868,1167.71495961493
pQBR0194,597.266965493806,808.50742947246,478.396846492341,545.302995470419,1006.86712155534,828.818244769487,454.335011294427,1191.12800314944,625.724963881548
pQBR0195,585.347457934059,874.496433021827,585.01546095031,473.853193833415,1011.48842790786,994.588484985421,321.893424433713,1572.2610147614,771.071979251119
pQBR0196,1309.56173526827,2389.46164576773,1633.0682487075,1028.05079976075,2935.6733736749,2506.94212541982,860.204990988913,4032.33656344023,2011.2736958065
pQBR0197,897.903118539209,1588.31148733423,1052.88194847673,820.234552462345,1970.02011453559,1571.26180320288,708.457744698471,2459.49687676143,1398.31633940393
pQBR0198,599.457600381448,847.17418611018,537.238068665692,580.146803975606,972.426154660491,789.04825396719,525.04329803914,1113.79255514982,691.024354550948
pQBR0199,4096.25714611612,4834.9278199645,4803.13452154944,5414.83906792794,4486.66160339757,4159.49388042481,4976.78126154709,5166.10027212199,5178.03937263748
pQBR0200,7052.2591943823,8028.20664197014,7566.25132679115,8584.90461839312,6327.18612481374,5784.97915447165,8640.0246235742,6021.19215754675,5634.94393703165
pQBR0201,8258.28192537548,8520.38411644944,8459.24840479275,9236.70446551807,6716.08835091368,6607.42678967556,9927.98217908532,6483.05703682864,5876.39552551157
pQBR0202,4156.90601142476,5098.74134825817,4956.17081018807,4741.92069505878,5629.30418680537,5723.95057903086,4146.18606442902,6284.32206552569,6066.73513418104
pQBR0203,3309.61828103487,4265.96961937043,4374.52542160283,3732.86894672488,4605.38320882636,5348.39123438528,3786.05740012605,4975.97319105424,5110.42426868481
pQBR0204,1471.86529854588,2066.54138906493,2291.13634266094,1926.20260584581,2905.69185341371,3115.38493748257,1784.27650123772,3231.40171499509,3283.83951278142
pQBR0205,4834.47800281671,5164.38834605487,5922.1666764072,4718.37311957156,5698.20403957143,6244.73083585206,5102.03747650905,5074.46520410284,4826.09708927483
pQBR0206,689.681860169908,1000.97063426155,786.690457839571,608.110527607727,846.267926669025,820.124631183531,625.99076076916,623.280574496299,740.749527968339
pQBR0207,1503.63738069192,1332.63930776641,1552.852580771,1229.29385380747,1326.90572940255,1157.72767442404,1546.09373823994,1349.3732885813,1072.78582155876
pQBR0208,1042.63380286556,1096.92854316288,896.136305942235,1092.98554169357,1108.50308092209,1066.93028717202,720.228752862491,1109.20001484415,1599.60493317398
pQBR0209,296.809630474802,320.532893058583,224.823269624519,270.545933548339,422.545007973979,438.132433990585,247.304729046574,406.899600982039,329.018545704847
pQBR0210,622.465270014343,1009.48480755593,663.315627540342,520.633089615573,1413.59292520137,1483.21696078203,531.343308523853,1656.84669841713,866.725003762769
pQBR0211,787.136905628699,1658.65967279878,881.215280293162,656.119253471495,2346.98304996209,2332.75245859601,744.288227371206,2966.26959541304,1361.01569897797
pQBR0212,1017.824288642,1351.31660100095,881.193023447753,762.922120498515,1831.92869528476,1800.48489435224,834.570397746327,2419.35630532987,1366.34662880285
pQBR0213,619.553151792054,626.877602716831,578.032189713726,646.517508298741,597.580885175568,502.261962610024,639.526720889971,629.159919612266,533.902602317866
pQBR0214,474.215462092799,404.187484350854,447.363998423824,406.200145016643,468.852227115614,461.540331848251,449.361747313013,429.268632319723,533.720133896021
pQBR0215,143.375352476117,121.339702636615,132.360701969676,158.190454158203,163.267690211834,179.836273880887,150.40977535519,156.425129427864,126.578732464418
pQBR0216,202.048651939737,338.595403616346,416.967869398854,417.693895810984,311.587187182558,396.49857126154,318.838256192874,286.541397550972,253.200562896989
pQBR0217,373.389404940111,492.706435752819,512.57682666339,503.707990198506,525.587769860013,619.449740648618,699.015138697306,459.498817694352,568.001701096039
pQBR0218,222.480311579639,273.354144834641,288.993640028578,225.974721502522,275.458204756534,302.440292827644,313.801316916525,248.260024725858,234.960522347063
pQBR0219,54.0821955568018,70.7969426193391,59.5232210788002,13.5823005945114,22.3458981943978,81.6819378425375,41.8348883991829,42.474680627209,68.1726557581472
pQBR0220,159.876450610147,172.989280877717,214.718704134075,132.008056973349,130.158179921154,171.740059160353,170.573007122406,126.316408051435,132.874813325862
pQBR0221,566.982645511773,590.793520448467,403.939383814434,608.92928107207,577.77138633794,454.065680354603,648.343479749198,600.554268707501,394.097843571387
pQBR0222,129.483749362082,123.97752225915,116.938562494948,145.232193893196,153.053209951774,146.996606476551,134.199046351814,121.201137420829,125.411339674891
pQBR0223,3396.80639216351,3036.1369554498,3425.6163230508,2723.34429865566,3543.81456707593,3632.75432015895,3041.5683108195,3729.49382854662,3457.40165884546
pQBR0224,4036.49841383039,3736.89036986553,4885.491886608,4261.13812287807,4595.56455658943,5247.01523247794,4283.32209632543,5164.88606122677,5103.9972169635
pQBR0225,1262.67353578425,1144.78427943432,1228.18364055695,1224.31833532621,1476.30116634006,1614.5420684408,1091.06390978324,1447.28370124089,1581.48768351252
pQBR0226,1039.57998125852,1126.3975101359,914.127148838192,897.940983748252,1293.40186929955,1022.99721669941,837.627432170307,1473.31366943268,822.700876587517
pQBR0227,2669.39205128061,1987.28675385991,1993.5215649397,2835.74815021059,1874.14076595623,1837.45758095689,3343.51703719035,1805.08998459981,2077.12531336538
pQBR0228,1825.89812537541,1355.94996372945,1139.48148873894,1622.51028524973,1081.19768955971,978.516833304966,2190.47475658122,1078.05491843675,1130.20940490665
pQBR0229,578.783496680003,532.783648432297,344.983350930579,547.83034056564,330.568888193086,327.120452994393,619.900526611162,395.434078688889,303.353751316969
pQBR0230,483.009953421091,752.350533458741,676.113589155447,724.545483438244,659.332421437001,786.938729499469,703.835932757288,496.469986934127,704.537842139115
pQBR0231,691.812856868733,766.492318628042,766.793346448693,783.533274651393,703.839077645879,927.822806424806,785.922530337746,634.434915801338,793.867308014995
pQBR0232,779.935366478877,768.076232177901,787.029256486358,763.249836186014,680.618815837699,782.620821518676,693.742531282561,621.174327623846,642.66053982706
pQBR0233,677.361310269719,761.402924106849,796.849859413854,503.732811959221,747.836045851079,814.908317294334,575.97073705458,663.491566356867,670.992845962351
pQBR0234,4140.93395080703,3801.00646640286,4008.77408048608,3559.47841647622,3297.27537121268,3718.06444668007,3524.00177897387,3064.18593597301,4015.76092754624
pQBR0235,657.852280379457,460.373561295156,521.694375290315,591.757828634094,402.714602432371,521.918279006225,495.114761174592,338.974537643374,458.085477398552
pQBR0236,311.946103971633,295.517330330447,394.199001509689,400.84085514522,258.318583127238,446.28169726281,374.372049306608,334.515139281488,317.290689377474
pQBR0237,688.858710464675,709.058609925996,650.959748203806,795.470071485216,653.989953822708,649.667354898327,872.675772006956,652.308125511197,862.510340999373
pQBR0238,146.430095517001,116.16247261417,138.004514826874,148.668530799828,77.0511866986074,119.608087817005,124.458792987569,110.539809917037,157.318764833921
pQBR0239,1219.57165819365,1248.28496710289,1194.667695431,1236.62744875934,1307.90992049223,1182.75541335286,1333.12908461853,1159.54064062467,973.989494161329
pQBR0240,1486.1641170913,1418.73540521374,1581.45714288093,1665.43783810064,1591.39031735779,1422.04318461353,1846.69938784258,1841.09999251858,2180.39900946591
pQBR0241,907.195853516839,912.822305658073,959.583125816744,1039.74995618166,919.588212890186,956.038142579583,1062.45311086949,801.321108906003,1071.7794558725
pQBR0242,5275.00238280129,5332.23511093541,5794.77966948124,5163.82090727579,5240.11312658628,6134.13596254447,6226.60020211339,5939.69795225493,6773.71082352479
pQBR0243,4164.32905787374,6383.43356086602,5564.98121662506,4582.19284006733,7810.33833690591,7239.39912321206,3833.33082401713,7765.53001903454,7292.27749165843
pQBR0244,164.31781969173,140.643746237895,176.917769959468,113.484456243928,184.282343407417,192.424813052549,144.054432734548,170.112328252803,237.814588266482
pQBR0245,1968.59191826758,1976.59617874532,2412.41576444731,2384.03331185161,2918.74673582492,2937.17594315959,2439.39234255636,1837.99527077741,2418.7405771673
pQBR0246,543.499291981721,532.567709254541,617.46053376943,528.095984501447,731.551607720557,702.963969585884,712.249330166485,452.674577827604,606.879131347554
pQBR0247,794.520838587693,725.943295085524,1093.08803060794,908.731690849089,878.77882040887,974.010239587921,1017.03666029327,855.890501628106,909.131291500518
pQBR0248,2805.41299489051,2645.45659352505,2916.50264060048,2816.45220499545,2681.84130419631,2582.99913824515,2908.99208684378,3607.4086284661,4681.86736360927
pQBR0249,571.449556841238,563.474872698406,411.704549274099,476.381321904336,618.205154047539,451.086165295543,559.671540676732,606.538439356544,535.14338758641
pQBR0250,11566.378889748,9813.545430773,10837.5395132314,9867.08863855936,9714.08117222177,10022.0186344192,11440.7263801525,12016.9881275113,14327.8723098216
pQBR0251,5924.19293491128,5709.9721246874,6225.94706776282,5140.10541507783,4911.06474281382,5033.30947806984,5081.5067551321,5389.7969426851,5676.34602464308
pQBR0252,9572.54861355391,10079.7147054284,10875.1189381335,8889.61573910769,8218.30261183427,9448.46937522047,11481.3236531033,7315.05707097347,7621.60822951675
pQBR0253,7456.38504355063,7310.62032173275,8237.69295004256,7278.04797353846,6457.96457818096,6798.91541051961,8934.8312439497,6166.95781642419,7168.98155159099
pQBR0254,2540.66136460175,1663.36509031027,1563.79291397507,2280.77009872056,1823.42529266286,1737.41822377146,1847.52163812658,1572.50706499845,1832.83447462367
pQBR0255,106.206664577611,105.567038698659,139.352022592509,95.0761041615796,228.615727681146,147.24603510745,110.379744007075,193.363755862329,167.226941902464
pQBR0256,373.890030173632,412.258738790413,411.640355846287,386.0701704878,459.80557349017,432.029939641325,362.285991468766,402.63015213812,423.922922632483
pQBR0257,1182.78067231853,1413.2928128104,1287.54970478977,1191.67422080488,1375.72459109804,1279.78401457834,967.544062999408,1248.6945271807,1446.30450345408
pQBR0258,58074.2421566647,53034.3771062374,48782.761422329,53620.9624150863,49572.4169985534,45995.3518236829,42172.2846176848,54083.4845527465,52773.3664765311
pQBR0259,34398.141277421,35403.3069098617,31532.2032659656,32381.6096828939,31582.4596308201,28205.9242767819,30483.8209169208,35959.7436812873,30585.2310293333
pQBR0260,4377.17615369171,3401.64233674175,4176.73298273409,3846.50169905206,3189.03779725371,3598.57786842167,4461.28686279905,3092.24955426928,4255.50817298115
pQBR0261,6392.36666473445,5612.59375164861,6707.4858771789,6517.07442424993,5910.79758477868,6184.14049150491,7581.70995814183,5906.03526229162,5710.20696974421
pQBR0262,9855.30444032371,8128.98072085565,9048.23285564443,10022.7782196856,9682.81773390943,9201.06883664163,9886.35716470821,9344.80747724057,9366.65943196842
pQBR0263,1432.00248235184,1134.11256157518,1017.63329194077,1440.60966523089,1131.38254119027,1148.41098809806,1141.77414436422,719.215540738985,940.585047561683
pQBR0264,5878.73465702435,5522.4338202416,6713.70174446189,5980.28695176336,5158.23137105966,6164.1451962301,6592.76006282724,4755.81276313654,6361.266256188
pQBR0265,483.287704975675,350.230505337503,643.456481852584,460.815670808677,501.118653125431,600.653154762163,463.940011306854,420.392535337386,863.036812257395
pQBR0266,4832.40323828129,3567.07672428209,2950.2813926014,6003.37686277403,3211.42479765202,2070.45955487823,5831.7834428461,3969.4519713428,3711.62236905468
pQBR0267,3904.05849175663,3220.06959447239,3602.58364823715,3384.11508250122,3323.95235641667,3301.68159078191,2914.41006912558,3364.8715504076,3502.29128603805
pQBR0268,1732.11196180551,1735.5695169311,1773.97988157988,1627.36427602594,1805.73223902401,1797.56209786351,1834.48851033732,1778.19747943362,1901.570912365
pQBR0269,17013.4019745174,15874.3676228402,16715.6476351803,16002.908621256,14815.3305028857,16762.3432271491,14772.3961419305,14913.2388554662,15966.2759703055
pQBR0270,3237.11516608154,3787.12587525998,3533.21065501085,3317.82178331043,3540.60282250454,3654.96152099558,3047.29575955501,3135.72044731263,4056.27301760976
pQBR0271,3227.35501985214,3537.35108491307,3795.7052293804,2882.39055783189,3719.6609702758,3701.40517537258,2887.4439973116,3944.03151854319,4732.31852054472
pQBR0272,8855.87657427359,9653.37528310094,10298.9779391742,8532.64288176483,9858.24257152849,9704.59421392625,8588.4202670195,11261.9495502389,11966.9731562475
pQBR0273,8102.73410527631,8842.94218518529,9129.76014081159,7351.52973146149,7922.34174533964,9045.32948844924,7997.48114939477,8730.47753619268,8766.78361870496
pQBR0274,5774.73043479973,6425.80699723257,6609.46643156269,5358.6355014761,6303.09031454132,6231.94940015156,5928.06804753099,5750.80443375931,5983.86942597815
pQBR0275,248.032138243263,232.409273702106,208.143869331624,239.657352214189,256.746664771494,206.93573997949,243.767566954963,123.589337172964,174.06229041084
pQBR0276,1138.23322834117,1017.16055664453,1113.5795468972,1016.87356437716,976.116188677137,1214.66897835177,979.185735557829,973.772328888692,990.936454633142
pQBR0277,262.95136460376,271.356981657679,257.904211270963,276.017327024093,292.551471763437,353.914243425687,222.350027537726,230.126665676153,276.782723697509
pQBR0278,1145.86651835974,948.951327032295,1091.63646483919,1096.77077300679,1044.6707405881,1064.08480982914,1369.04672286326,935.408307449216,941.634807659408
pQBR0279,8433.00901871284,7668.76113065123,7665.63863612841,7594.50855100925,8391.45774374494,8406.25064713541,7770.69643396746,10506.6171968958,10262.0240445512
pQBR0280,6666.71224628695,6059.40140041597,6248.67010986842,6004.53135832456,6670.69752899162,6360.35941648228,6382.24690440255,7048.71186343136,6490.03682817561
pQBR0281,106.545163701723,108.657490929359,129.088370629108,116.140869754265,111.461875424751,146.776551676437,140.109299890198,90.7991675683449,129.541653256998
pQBR0282,358.438381190292,461.918186173478,239.166614945207,412.67074997792,266.724444405471,274.250317668353,503.131290800812,322.62682944497,258.911043677219
pQBR0283,437.727770287864,324.032160450052,545.359946750058,505.091803358392,486.721595046726,550.280265130319,523.76408715602,406.847911500207,638.487419438573
pQBR0284,258.738561476785,228.454328950396,283.596403963805,284.886312110057,270.562206195478,276.676166686531,347.410155965301,221.485041622457,226.969713215574
pQBR0285,462.382129951282,452.655613453126,418.460295018634,413.327032977249,472.675449592948,493.588795983763,412.329130966451,317.440022910983,471.33961273328
pQBR0286,576.402347381703,592.028684130546,566.151643968038,571.171482895504,589.814102341604,606.913620537115,522.165462308749,537.233580086253,670.962454040712
pQBR0287,1215.42618435549,1580.3673790371,1550.64574332896,1517.04766201678,1789.43600540927,2276.19087353274,1126.67959967694,1886.36356737681,2285.11286956963
pQBR0288,1864.24509389917,1775.3694841465,1490.66849310386,1779.28137788099,1854.70955013502,1988.77761703569,1535.34040425001,1868.8859475972,1916.4091007568
pQBR0289,1588.43915199956,1479.74686605524,1583.46864538723,1390.6860985801,1517.93824276361,1657.00393436042,1719.60565644491,1499.11489272782,1554.90465675041
pQBR0290,2282.42541248416,2385.62807983517,2106.67944647388,2611.83703533731,2312.31468272464,2523.44174451413,2012.98569527721,2550.5514083614,2821.75514268505
pQBR0291,2212.45345459644,2600.67370335237,2631.72628848798,2036.1103345772,2826.90122482635,2338.10511405398,2295.21410444608,3079.23883026345,3476.80544366551
pQBR0292,661.135245683511,605.799256493576,747.603405263506,825.715295925023,919.420361940511,934.04093698642,508.657675688326,755.842258091434,979.776091210086
pQBR0293,595.699477530066,543.230386636852,477.803247464064,439.726981747306,505.57594664825,487.872009179069,391.67914263735,516.936169906146,715.812885460546
pQBR0294,1892.87684448806,1451.29897215657,1392.36223024439,1897.05841636955,1398.24474711236,1186.4972567362,2091.84262392252,1149.82567995817,1138.38022090456
pQBR0295,5382.1558469781,5012.73848214297,5849.53619992493,6017.28644772021,5329.76594705296,5127.39217259549,6396.88205885506,4730.62337011836,4963.09710588396
pQBR0296,1361.41526892026,1221.35198938866,1283.19987470602,1429.79833566068,1127.46515825708,839.812343091195,1761.57060843944,1222.38467527664,1063.18267128233
pQBR0297,1709.3251504771,1700.67788454391,1867.40578129945,1932.20573502919,1747.44923880191,1559.83444463413,2184.44039086061,1787.86812702893,2075.9377059821
pQBR0298,265.808237736621,244.255245567212,307.031897072516,267.744712783293,250.559326562715,259.478052313852,331.385722362038,229.051082376516,241.102347551272
pQBR0299,2529.84492549039,2689.98126849805,4028.02551145813,3027.34388806553,3180.74352473432,3330.61061043448,4077.50712264036,2797.10788231403,3598.42209498714
pQBR0300,908.086015591005,995.392911186434,1318.42496930579,993.017087909831,943.493479319017,980.577852843988,1125.82333003134,723.785719374763,983.874501003383
pQBR0301,2418.0386356861,2836.64517565702,2860.88763984962,3052.99934474406,3097.87882914523,2631.02890725097,2874.70478079032,3129.85221614705,3851.4107439931
pQBR0302,2075.63736740415,2557.14049773883,2829.36090600204,2647.37772794743,2900.56363262257,3566.20646463648,2364.10396926141,3420.2104115082,4094.01611629578
pQBR0303,918.676228524872,1425.74150598023,1634.28336042558,1400.78793464727,1643.61529852527,1679.19123465047,1101.87518058328,1595.99256012505,1959.02963517153
pQBR0304,3944.78991700617,4165.07092085341,4063.34908269922,4049.95984793304,3928.03136913531,3496.70694721276,4440.73519819573,3928.81979969257,3879.28698031172
pQBR0305,13425.4042859061,10195.0118630489,11098.2531385685,9787.55672285594,9996.47893855679,12071.9261719256,9315.97113436583,11576.8174346882,14772.8461752454
pQBR0306,2411.42966070916,2303.62359446003,2849.35071338082,2084.8831412575,2572.97056352637,2691.95256020189,2384.58863875343,1973.14198186398,2257.27237954754
pQBR0307,2167.01762886219,2357.61330534348,2880.5624773573,2243.30428526072,2821.26596556942,3300.77078206722,2231.67490874262,2644.09880009465,4227.22705283469
pQBR0308,156.753863684168,116.449057661737,120.299988253689,145.213893465538,157.294174009003,141.972308403622,155.573491234461,96.9255318574023,84.5056878668699
pQBR0309,178.687574119673,171.088980717627,152.752113085004,181.024902323648,161.069234185219,165.665175499073,139.393848146077,169.095564911521,108.167280469594
pQBR0310,459.698662232815,365.449805018856,463.109729217209,416.226027429171,367.02717748618,349.531404497815,432.330544062082,362.762224495541,457.474400482303
pQBR0311,710.046890052204,964.630302537943,1265.93285335053,897.527186059888,983.837379489752,1195.7869105195,942.904404016423,938.055190039621,1104.93458544208
pQBR0312,1122.59632511257,996.445718840622,1107.26056240529,1093.10041142995,977.148669598954,1082.188167189,946.750124691566,940.246135628905,1276.54064138008
pQBR0313,5190.62322199461,5149.07354965161,6924.46732388235,3819.75676289784,6027.63146060915,2552.19986967442,3613.19433392037,4228.82505659333,6499.89582509341
pQBR0314,1914.59838204776,1694.52883907486,1777.12664615024,2093.23291621314,1619.16180359407,1361.3753339565,2158.64595050571,1589.41394317227,1640.24154810449
pQBR0315,6676.6928696488,6856.22594043178,5056.97405168235,6171.30348830617,5534.16483237165,3664.26626002415,6539.74384971045,4918.72598031908,4271.37840490724
pQBR0316,7718.93336295564,7060.16226519056,5097.75827147633,7650.19816009748,7438.71315806873,3876.68213859193,7759.5270551096,6938.87397297095,3943.5987671206
pQBR0317,779.275272341189,589.149382636458,521.945715270032,551.009240027336,594.487953911998,334.799089101626,543.092914854847,346.115992548992,339.486053421884
pQBR0318,382.438382865955,327.338611066889,348.820863899677,375.211053923377,372.127610747522,357.929236943541,416.555960203293,311.802769149739,243.74429697655
pQBR0319,325.862342848578,442.980675045641,477.545269827303,439.877418620979,521.734293918566,510.882984376179,406.46036190877,436.233054773119,581.912584804775
pQBR0320,670.148944942978,813.099334297025,807.220393231214,778.029610142119,811.669643731914,858.355184247005,831.786715867232,764.880019516064,1002.17097329489
pQBR0321,372.369215309127,488.704241990242,396.319436712482,317.959430310856,510.658722671975,464.183956107307,428.46469717032,290.011548872665,302.927493118397
pQBR0322,2597.81029002155,2577.3592532349,2361.08776945907,1741.69587364963,1984.5469241266,2302.5244307577,1633.70047806671,1840.63606858025,1611.11227136224
pQBR0323,5491.90079069712,5096.93830761974,5185.5147369201,4603.16097547161,4445.62585429627,5062.8163982325,4053.32015000056,4517.37013341407,4433.8840192491
pQBR0324,4462.78265557609,3624.35972058947,4031.28443177484,3749.97258451056,3451.0815999803,3906.39592912322,3540.16122275752,3547.13637574634,4158.81254715545
pQBR0325,723.03021098471,625.813185418555,733.571773866273,596.571949717723,683.132329779808,745.471524153884,760.64086358068,560.075812125304,568.690637662026
pQBR0326,426.648431614769,241.738278430991,371.516916105361,295.037751802997,301.492277226002,368.949815858804,395.107279325616,361.034785331276,379.157795296856
pQBR0327,1621.93564910055,1651.92866111791,2282.58613006529,1743.06190962896,1776.49890645462,2452.82572767736,1600.88172940873,1738.88768264725,2359.53136318476
pQBR0328,382.877361725994,500.776975240989,573.940307595783,459.174366689447,431.682124209957,533.071500475335,492.177954087205,375.95357811356,419.967660914142
pQBR0329,327.4165352628,449.558132516288,391.202556396862,320.346513120998,318.278063471557,388.349142786024,349.830120829924,298.053287153093,438.516001903758
pQBR0330,214.414368225196,217.933134461982,186.68854814307,228.855755149997,267.260897431226,222.52749553447,200.455755077324,166.720809959898,203.411921237067
pQBR0331,10169.3176679738,11352.299138526,11292.158897413,8601.65535466429,13832.8815305458,13237.0866536176,12537.4351924489,10040.3132464019,11065.388461832
pQBR0332,566.481391416135,629.142734888422,681.126240062932,601.686002248829,765.306235971638,703.330478433426,617.751673222971,496.392883348643,572.418090076316
pQBR0333,266.449543077619,332.287756894639,298.160072797933,262.519051936591,338.74673695966,349.936188984784,299.652380568797,222.432548692807,301.421561818135
pQBR0334,391.579866302492,544.176147320698,494.864562367542,400.988912589868,687.264304009379,761.35265262855,509.235977414787,610.326673884101,402.53091014448
pQBR0335,147.644393870069,200.899939479032,149.36446541578,149.507173794084,245.022773701572,243.003765081549,154.328903304586,130.95716304289,166.757890723957
pQBR0336,347.288148327562,289.218787839716,404.685183626295,374.018393230677,392.438294736325,405.151803801073,292.118158747683,417.726197903956,454.421770567852
pQBR0337,311.767950856857,228.728583847096,288.845775718139,303.715332738379,307.876819567258,334.225127307387,270.067446221392,255.277120941306,247.441491270312
pQBR0338,347.316852199644,327.004932564273,327.745729466198,237.254131485777,278.811206829183,372.211590711267,351.681726974049,295.090983840409,430.022827554959
pQBR0339,324.258033360129,315.579147568746,423.121210859584,344.340846811286,389.790189373582,387.703549581904,383.116632326952,325.644814279041,419.344167037917
pQBR0340,961.461254343142,992.669951854921,1314.97434779398,1064.70145215864,1216.52133860692,1289.64731088828,1222.85702951278,1083.10435599383,1434.36109352867
pQBR0341,2107.6455633819,2062.5893290186,2380.82930599301,1919.34885276189,2151.43729442793,2405.6560021451,2297.70079361666,1665.68321414202,1889.46050820284
pQBR0342,1866.36183810613,2040.01570275558,1507.48523802039,1933.8923521582,2199.46241527426,1843.39178248294,1660.09627377972,2140.15597190716,1441.52893232824
pQBR0343,1812.15121435548,1782.17688247529,942.019672725359,1360.77674081261,1787.67185555182,1317.56517128615,1354.40451192355,1628.51786859322,762.208165073729
pQBR0344,1930.39332248692,2399.58951252201,2424.90095241743,2235.14498927605,3052.73153351214,2627.06773061134,2103.46572652865,2843.9251149191,1591.6506735766
pQBR0345,198.912481963152,236.159032192411,208.791844019962,164.368858042053,218.91405349766,182.655740886647,151.881916866186,159.656368859902,152.778644731064
pQBR0346,132.144232539733,106.991751091998,88.6134253098873,95.3003402563003,109.305171828257,121.601555947289,86.8863271800011,121.377046183414,63.7778776353735
pQBR0347,160.413291905768,126.317621870359,153.983984964722,143.822750786796,125.55364832954,96.7000981164601,172.976627542045,132.397964420406,137.500780257958
pQBR0348,396.864034061748,441.435117134853,434.428247436704,433.354126939374,423.924358499517,461.406014773619,483.405166966211,335.189958801194,526.901809050757
pQBR0349,585.768645118603,691.852450690652,651.310639107541,627.951971742865,631.422609790348,673.899983069865,672.750232365239,602.316017788542,718.679003120047
pQBR0350,845.312125072751,754.595442143957,918.630485645705,797.076380094338,874.245003331507,916.148798669568,857.572231133524,712.852617861443,731.610886737833
pQBR0351,3000.56033126256,2430.24120337539,3145.26547066831,2761.16852502587,2627.5051960246,3024.82947516968,2710.43593617373,2118.80010381284,2044.82899035883
pQBR0352,3223.19776696939,2786.07091228082,3071.04508331511,2968.24042945567,2566.85452997517,3013.60215777687,2465.91253395931,2443.50305858024,2695.75776871261
pQBR0353,1755.21307397984,1683.28395038988,2055.78618887967,2015.11950638569,1924.06889647867,1602.64481996188,1913.75598567899,1676.87230872874,1767.66876092085
pQBR0354,717.667417112651,644.088466170656,702.847146096646,758.567321853584,694.505032225884,692.259325439035,846.014371964581,634.277509087295,840.563733710543
pQBR0355,1509.18559222697,1506.31166479484,1261.00398498137,1392.4152416907,1758.22962482272,1541.97453753274,1382.50172751057,1751.06306202442,1553.07750674247
pQBR0356,3520.02290119222,3502.03988794095,3343.22921202253,3489.0187647372,4277.30572457573,4010.78120627908,3690.68189974676,3812.95653529063,3648.91226584126
pQBR0357,2366.09605561008,2693.06728907377,2482.56402426458,2675.86413156979,2771.01551998418,2582.64871101163,2735.32769477124,2616.59048964839,2999.63893524475
pQBR0358,1569.79943542884,1479.35101524841,1293.142994154,1425.89267209866,1368.36453027056,1177.12727542348,1801.06860637508,1385.71371199972,1590.41769276846
pQBR0359,1981.41463237541,1709.0083301156,1552.25791295083,1648.88033870546,1344.89869536121,1503.01066481014,2172.00667762177,1293.26683367201,2057.21373473757
pQBR0360,4581.0160410899,3744.85490130865,3617.07347232569,3590.55864508194,3158.87015884967,3125.65099643848,3260.98743505685,3299.7566102883,3545.07977377974
pQBR0361,1814.47019930679,1552.54976413472,1611.7149090898,1699.98131529093,1513.64966656519,1470.33526026091,1639.70131595988,1248.53001778465,1389.01054389728
pQBR0362,2461.75213144116,1767.44814790937,2430.80600864096,2368.25932184298,1931.90447117021,2336.81370001694,2598.32688675652,1525.92922881386,1783.50685266264
pQBR0363,210.203450686243,229.149815124899,204.177659621731,221.012545999915,221.421924926256,235.823975721705,231.039527313941,243.712080103082,224.103481635898
pQBR0364,945.76956116824,895.382153611098,980.491663980315,982.341090347911,1038.96582488299,1045.33805842424,844.384743943932,956.342062268456,1038.35493030293
pQBR0365,312.201765259719,277.74185181433,345.964018167493,367.339493351557,337.945434381509,356.753127731241,310.338808488484,259.586994411744,462.403417591877
pQBR0366,336.5114390201,360.035733833391,373.961106342897,448.970491874126,428.119033660922,425.969332855165,359.547624186311,273.511201008543,350.542112632942
pQBR0367,1082.5927215844,1049.78840286157,1120.21097833985,912.118999281119,1088.54580093177,1233.24565243522,870.483721714226,964.678804399253,885.580074020064
